Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep1_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep1_R1.raw
Q922J3,Q922J3,CLIP1_MOUSE,Clip1,CAP-Gly domain-containing linker protein 1,207374,208569,207327,226445,225435,217455,202456,197363
Q922K7,Q922K7,NOP2_MOUSE,Nop2,Probable 28S rRNA (cytosine-C(5))-methyltransferase,51399.8,36078.7,25602.8,45798.5,56520,38144.3,58133,66213.1
Q922M7,Q922M7,ASHWN_MOUSE,,Ashwin,44723.2,,,,,29795.8,28564.2,27244.6
Q922P9,Q922P9,GLYR1_MOUSE,Glyr1,Cytokine-like nuclear factor N-PAC,28106.3,,15184.4,17847.8,20726.4,21183.6,21309,14770.3
Q922Q1,Q922Q1,MARC2_MOUSE,Mtarc2,Mitochondrial amidoxime reducing component 2,4.03E+06,4.46E+06,3.67E+06,3.81E+06,4.33E+06,3.81E+06,4.61E+06,4.82E+06
Q922Q2,Q922Q2,RIOK1_MOUSE,Riok1,Serine/threonine-protein kinase RIO1,,24438.9,,,,,11241.5,14425.2
Q922Q4,Q922Q4,P5CR2_MOUSE,Pycr2,Pyrroline-5-carboxylate reductase 2,44144.5,40143.8,,45831.4,34727,24611.9,38520.6,39054.6
Q922Q8,Q922Q8,LRC59_MOUSE,Lrrc59,Leucine-rich repeat-containing protein 59,2.84E+06,2.70E+06,2.64E+06,2.86E+06,2.85E+06,2.92E+06,2.54E+06,2.51E+06
Q922Q9,Q922Q9,CHID1_MOUSE,Chid1,Chitinase domain-containing protein 1,712707,,,,,720253,489193,543575
Q922R1,Q922R1,PHAF1_MOUSE,Phaf1,Phagosome assembly factor 1,15638.4,,,13004.2,14393.7,12716.6,15123.2,13461.1
Q922R5,Q922R5,P4R3B_MOUSE,Ppp4r3b,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,5152.63,,,5502.2,6983.05,,7846.49,7906.36
Q922R8,Q922R8,PDIA6_MOUSE,Pdia6,Protein disulfide-isomerase A6,1.01E+06,1.71E+06,940673,1.34E+06,1.91E+06,1.80E+06,3.05E+06,3.11E+06
Q922S4,Q922S4,PDE2A_MOUSE,Pde2a,"cGMP-dependent 3',5'-cyclic phosphodiesterase",10370.5,,,8037.9,,,13049.2,12279.5
Q922U1,Q922U1,PRPF3_MOUSE,Prpf3,U4/U6 small nuclear ribonucleoprotein Prp3,34179.7,43323.1,51800.1,49582.3,39874.1,38160,31319.5,36489.7
Q922U2,Q922U2,K2C5_MOUSE,Krt5,"Keratin, type II cytoskeletal 5",66858.4,89512.9,34491.1,74173.4,94472.6,30275.2,168133,341049
Q922V4,Q922V4,PLRG1_MOUSE,Plrg1,Pleiotropic regulator 1,125060,157009,129043,113962,152283,154566,142530,148723
Q922Y1,Q922Y1,UBXN1_MOUSE,Ubxn1,UBX domain-containing protein 1,374397,349932,350487,373667,390402,376709,379192,449174
Q923B1,Q923B1,DBR1_MOUSE,Dbr1,Lariat debranching enzyme,23499.7,23503.7,23077.8,27948.2,10839.7,26498.7,27881.6,26974.8
Q923B6,Q923B6,STEA4_MOUSE,Steap4,Metalloreductase STEAP4,204301,185431,189578,184082,166658,173144,173508,171407
Q923D2,Q923D2,BLVRB_MOUSE,Blvrb,Flavin reductase (NADPH),482825,429429,398849,409443,456821,437874,510101,568703
Q923D4,Q923D4,SF3B5_MOUSE,Sf3b5,Splicing factor 3B subunit 5,6986.05,,,3647.47,4976.91,,17261.4,16110.1
Q923D5,Q923D5,WBP11_MOUSE,Wbp11,WW domain-binding protein 11,252972,276126,335541,292249,302760,311806,263710,272209
Q923E4,Q923E4,SIR1_MOUSE,Sirt1,NAD-dependent protein deacetylase sirtuin-1,20701.3,,,,,,,9088.92
Q923G2,Q923G2,RPAB3_MOUSE,Polr2h,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",83006.6,,,82557.8,63140.7,87399.8,99516.7,90117.7
Q923S9,Q923S9,RAB30_MOUSE,Rab30,Ras-related protein Rab-30,,,,,,,6411.52,5122.91
Q923T9,Q923T9,KCC2G_MOUSE,Camk2g,Calcium/calmodulin-dependent protein kinase type II subunit gamma,22895.6,,18660.4,,15641.1,,14130.4,
Q923U0,Q923U0,TM1L1_MOUSE,Tom1l1,TOM1-like protein 1,27135.8,43866.9,,43868.2,32165.9,37460.4,41457.6,44900.8
Q923X1,Q923X1,AGRL4_MOUSE,Adgrl4,Adhesion G protein-coupled receptor L4,27609.8,34281,38210.6,29458.2,31445.5,36219.4,33596.9,23086.1
Q923X4,Q923X4,GLRX2_MOUSE,Glrx2,"Glutaredoxin-2, mitochondrial",37155.4,33851.8,35286.4,52395.2,36257.5,58879.9,34973.7,34476.8
Q923Z3,Q923Z3,MTO1_MOUSE,Mto1,"Protein MTO1 homolog, mitochondrial",23769.6,24192.7,22502.4,20501.2,17254.6,23674.2,16439.6,15129.9
Q924A2,Q924A2,CIC_MOUSE,Cic,Protein capicua homolog,36512,34920.9,34093.6,28560.2,33322.3,41260.3,27894.5,32541.3
Q924C6,Q924C6,LOXL4_MOUSE,Loxl4,Lysyl oxidase homolog 4,8977.85,,,,15812.7,,13388.6,12322.1
Q924D0,Q924D0,RT4I1_MOUSE,Rtn4ip1,"Reticulon-4-interacting protein 1, mitochondrial",29973.7,25803.3,11428.4,20142.5,21337.6,25704.1,19536.4,18311
Q924H7,Q924H7,WAC_MOUSE,Wac,WW domain-containing adapter protein with coiled-coil,13444.3,19929.5,24116.7,22703.3,20090.8,14442.4,10928.9,13376.6
Q924H9,Q924H9,DQX1_MOUSE,Dqx1,ATP-dependent RNA helicase DQX1,,,,,,13165.6,4632.24,5037.95
Q924L1,Q924L1,LTMD1_MOUSE,Letmd1,LETM1 domain-containing protein 1,107623,100405,111810,112744,117102,116367,108689,120002
Q924M7,Q924M7,MPI_MOUSE,Mpi,Mannose-6-phosphate isomerase,214753,186078,238052,275818,310030,262634,235632,228083
Q924T2,Q924T2,RT02_MOUSE,Mrps2,Small ribosomal subunit protein uS2m,29678.9,39631.1,26036,28062.8,21832.3,26248.3,21144.6,30718.8
Q924T3,Q924T3,XRCC4_MOUSE,Xrcc4,DNA repair protein XRCC4,53891.4,41656.9,48714.4,49986.9,48376.6,49823.5,36415.3,38443.6
Q924W7,Q924W7,DEN2B_MOUSE,Dennd2b,DENN domain-containing protein 2B,25149.8,,30153.3,38573.1,34396.8,28506.1,23118.9,33510.4
Q924Y0,Q924Y0,BODG_MOUSE,Bbox1,Gamma-butyrobetaine dioxygenase,223951,204738,169183,202239,202298,364630,214462,219790
Q924Z4,Q924Z4,CERS2_MOUSE,Cers2,Ceramide synthase 2,100338,106719,64874.7,81557.4,94494.6,104132,104367,142091
Q925B0,Q925B0,PAWR_MOUSE,Pawr,PRKC apoptosis WT1 regulator protein,194531,92585.1,153553,114230,136113,82192.9,213583,239448
Q925E7,Q925E7,2ABD_MOUSE,Ppp2r2d,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,,,,,11369.3,,9519.7,12435.8
Q925F2,Q925F2,ESAM_MOUSE,Esam,Endothelial cell-selective adhesion molecule,52586.6,66755.3,66546.7,60531.4,63693.1,59675.5,57357.1,51902.4
Q925I1,Q925I1,ATAD3_MOUSE,Atad3,ATPase family AAA domain-containing protein 3,168265,135226,154433,144987,165766,158122,231631,256742
Q925J9,Q925J9,MED1_MOUSE,Med1,Mediator of RNA polymerase II transcription subunit 1,22920.9,17938.1,19424.3,17966.7,19278.7,23378.8,13024,16824
Q925N0,Q925N0,SFXN5_MOUSE,Sfxn5,Sideroflexin-5,37448.4,24140,25604.2,16621.4,33002.8,28713.8,45090.4,34271.1
Q925N2,Q925N2,SFXN2_MOUSE,Sfxn2,Sideroflexin-2,215232,218107,214688,227432,224001,264006,262810,219987
Q93092,Q93092,TALDO_MOUSE,Taldo1,Transaldolase,3.79E+06,3.57E+06,3.46E+06,3.92E+06,3.83E+06,3.87E+06,3.48E+06,3.84E+06
Q99020,Q99020,ROAA_MOUSE,Hnrnpab,Heterogeneous nuclear ribonucleoprotein A/B,2.10E+06,1.81E+06,2.03E+06,1.72E+06,2.32E+06,2.13E+06,2.49E+06,2.29E+06
Q99J08,Q99J08,S14L2_MOUSE,Sec14l2,SEC14-like protein 2,5.66E+06,4.37E+06,3.80E+06,4.46E+06,5.13E+06,4.56E+06,5.61E+06,5.99E+06
Q99J09,Q99J09,MEP50_MOUSE,Wdr77,Methylosome protein WDR77,61844.1,82668.4,55814.7,70746,50578.7,66309.6,47796.9,64355.8
Q99J21,Q99J21,MCLN1_MOUSE,Mcoln1,Mucolipin-1,7633.09,7543.65,,,,,11084.4,8534.01
Q99J23,Q99J23,GHDC_MOUSE,Ghdc,GH3 domain-containing protein,95121.2,91043.9,75263.5,80767.9,70214.3,98420.2,,
Q99J27,Q99J27,ACATN_MOUSE,Slc33a1,Acetyl-coenzyme A transporter 1,163724,199023,165686,184530,147459,198854,119624,171538
Q99J36,Q99J36,THUM1_MOUSE,Thumpd1,THUMP domain-containing protein 1,541742,541986,538948,621399,582192,623691,537814,569746
Q99J39,Q99J39,DCMC_MOUSE,Mlycd,"Malonyl-CoA decarboxylase, mitochondrial",205061,193501,164161,156673,189965,152686,175618,190839
Q99J45,Q99J45,NRBP_MOUSE,Nrbp1,Nuclear receptor-binding protein,25222.5,18355.2,19795.6,20959.3,17889.6,14705.4,20336.4,23416.9
Q99J47,Q99J47,DRS7B_MOUSE,Dhrs7b,Dehydrogenase/reductase SDR family member 7B,161194,119490,166018,151487,153619,174047,164290,173409
Q99J56,Q99J56,DERL1_MOUSE,Derl1,Derlin-1,530338,587064,607721,621756,527182,630677,412924,545673
Q99J77,Q99J77,SIAS_MOUSE,Nans,Sialic acid synthase,345510,325552,282881,365124,349506,371340,344232,351519
Q99J83,Q99J83,ATG5_MOUSE,Atg5,Autophagy protein 5,65836.8,61581,67309.5,59004.3,49491.5,64503,70099.5,75115.4
Q99J94,Q99J94,SO1A6_MOUSE,Slco1a6,Solute carrier organic anion transporter family member 1A6,9477.88,,14436.4,,,,,26525.9
Q99J95,Q99J95,CDK9_MOUSE,Cdk9,Cyclin-dependent kinase 9,25807.4,15511.4,18223.2,,33681.6,16166.2,34113.6,14879
Q99J99,Q99J99,THTM_MOUSE,Mpst,3-mercaptopyruvate sulfurtransferase,137486,110536,104013,110313,123758,121752,133656,149301
Q99JB2,Q99JB2,STML2_MOUSE,Stoml2,"Stomatin-like protein 2, mitochondrial",990920,1.07E+06,1.02E+06,1.04E+06,1.03E+06,1.06E+06,1.03E+06,1.06E+06
Q99JB8,Q99JB8,PACN3_MOUSE,Pacsin3,Protein kinase C and casein kinase II substrate protein 3,39945.5,40433,30934.4,42098.2,40483.6,30596.6,33048,24859.7
Q99JF5,Q99JF5,MVD1_MOUSE,Mvd,Diphosphomevalonate decarboxylase,57766.8,71212.2,62975.2,45843.6,57376.5,48420.8,47762.1,47714.1
Q99JF8,Q99JF8,PSIP1_MOUSE,Psip1,PC4 and SFRS1-interacting protein,349223,306488,309130,346474,310498,331212,305252,330237
Q99JG2,Q99JG2,G37L1_MOUSE,Gpr37l1,G-protein coupled receptor 37-like 1,,,11669.1,,,,1368.72,
Q99JG7,Q99JG7,TNIP2_MOUSE,Tnip2,TNFAIP3-interacting protein 2,438678,,,545391,,519982,1.18E+06,1.02E+06
Q99JH1,Q99JH1,RP25L_MOUSE,Rpp25l,Ribonuclease P protein subunit p25-like protein,25602.5,,,,24826.9,33761.8,18246,24752.4
Q99JH7,Q99JH7,CSTN3_MOUSE,Clstn3,Calsyntenin-3,383282,388103,389208,458571,352516,542591,390271,258705
Q99JH8;Q9CQM2,Q99JH8;Q9CQM2,ERD21_MOUSE;ERD22_MOUSE,Kdelr1;Kdelr2,ER lumen protein-retaining receptor 1,,,,,,,,5853
Q99JI1,Q99JI1,MSTN1_MOUSE,Mustn1,Musculoskeletal embryonic nuclear protein 1,,,,,,,9131.91,13115.6
Q99JI4,Q99JI4,PSMD6_MOUSE,Psmd6,26S proteasome non-ATPase regulatory subunit 6,77499.5,64952.2,87913.9,64535.8,71675.1,56030.5,83231.3,82837
Q99JI6,Q99JI6,RAP1B_MOUSE,Rap1b,Ras-related protein Rap-1b,45808.6,50104.1,49945.6,40570.6,42444.4,31309.9,33199.1,54044.4
Q99JP4,Q99JP4,CDC26_MOUSE,Cdc26,Anaphase-promoting complex subunit CDC26,,,,,,,17177.4,25475.9
Q99JP6,Q99JP6,HOME3_MOUSE,Homer3,Homer protein homolog 3,14726,11178,14372.8,8573.99,13490,11259.9,9671.88,11039.6
Q99JR1,Q99JR1,SFXN1_MOUSE,Sfxn1,Sideroflexin-1,3.61E+06,4.04E+06,3.65E+06,3.90E+06,3.63E+06,4.04E+06,3.27E+06,3.43E+06
Q99JR5,Q99JR5,TINAL_MOUSE,Tinagl1,Tubulointerstitial nephritis antigen-like,32833,29314.9,29936.9,31470.5,37193.3,22954.2,13353.6,19416.8
Q99JT1,Q99JT1,GATB_MOUSE,Gatb,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",21545.4,,,,,,5994.42,12910.2
Q99JT5,Q99JT5,KRCC1_MOUSE,Krcc1,Lysine-rich coiled-coil protein 1,10418.8,12568.2,6866.59,15576.7,10706.3,7419.36,8946.16,6679.51
Q99JT6,Q99JT6,TLCD1_MOUSE,Tlcd1,TLC domain-containing protein 1,,,19367.5,34669.8,,35416.3,27768.5,37501.6
Q99JT9,Q99JT9,MTND_MOUSE,Adi1,Acireductone dioxygenase,193645,174367,269220,190547,212375,190618,174817,243185
Q99JV5,Q99JV5,STAR4_MOUSE,Stard4,StAR-related lipid transfer protein 4,,,,,,21626.2,16638.3,9749.71
Q99JW1,Q7M759;Q99JW1,AB17A_MOUSE,Abhd17a,Alpha/beta hydrolase domain-containing protein 17A,,16085,22210.7,,19117.4,32756.7,28518.5,19009.8
Q99JW2,Q99JW2,ACY1_MOUSE,Acy1,Aminoacylase-1,847104,607788,837347,802343,808273,888582,768988,1.00E+06
Q99JW4,Q99JW4,LIMS1_MOUSE,Lims1,LIM and senescent cell antigen-like-containing domain protein 1,419086,432188,427457,416950,427225,382246,351725,386951
Q99JX1,Q99JX1,TAF11_MOUSE,Taf11,Transcription initiation factor TFIID subunit 11,,,8478.26,,,,3146.4,9902.78
Q99JX3,Q99JX3,GORS2_MOUSE,Gorasp2,Golgi reassembly-stacking protein 2,219475,170278,122965,143800,173679,141844,257364,258901
Q99JX4,Q99JX4,EIF3M_MOUSE,Eif3m,Eukaryotic translation initiation factor 3 subunit M,21444.1,25201.7,17280.7,17911.3,29472.7,26406.4,19547.5,26018.3
Q99JY0,Q99JY0,ECHB_MOUSE,Hadhb,"Trifunctional enzyme subunit beta, mitochondrial",671442,648300,565637,700963,569303,626449,849975,982161
Q99JY3,Q99JY3,GIMA4_MOUSE,Gimap4,GTPase IMAP family member 4,108050,104434,95841.4,97013.9,106291,102172,129379,138019
Q99JY4,Q99JY4,TRABD_MOUSE,Trabd,TraB domain-containing protein,185469,213147,141928,141109,227030,167165,219194,222826
Q99JY8,Q99JY8,PLPP3_MOUSE,Plpp3,Phospholipid phosphatase 3,587696,663395,709684,615042,657440,643247,657259,650047
Q99JY9,Q99JY9,ARP3_MOUSE,Actr3,Actin-related protein 3,1.27E+06,1.25E+06,1.13E+06,1.33E+06,1.41E+06,1.20E+06,1.68E+06,1.67E+06
Q99JZ7,Q99JZ7,ERRFI_MOUSE,Errfi1,ERBB receptor feedback inhibitor 1,68512.8,50569.1,41285.5,43015.9,65052.4,70311.3,65898.6,79665.6
Q99K01,Q99K01,PDXD1_MOUSE,Pdxdc1,Pyridoxal-dependent decarboxylase domain-containing protein 1,63749.4,82024.9,59923,67896.5,52060.4,67690.4,52395.8,47162.7
Q99K28,Q99K28,ARFG2_MOUSE,Arfgap2,ADP-ribosylation factor GTPase-activating protein 2,471614,452009,458416,533156,521548,531479,537360,580990
Q99K30,Q99K30,ES8L2_MOUSE,Eps8l2,Epidermal growth factor receptor kinase substrate 8-like protein 2,117630,102803,107105,105766,100579,100495,86200.5,87328.3
Q99K41,Q99K41,EMIL1_MOUSE,Emilin1,EMILIN-1,64767.9,79033.6,,59412.2,,53111.5,48306.3,38266.2
Q99K48,Q99K48,NONO_MOUSE,Nono,Non-POU domain-containing octamer-binding protein,42415,28458.2,,30809.1,25270.1,27196,26781.2,27474.3
Q99K51,Q61233;Q99K51,PLST_MOUSE,Pls3,Plastin-3,2.57E+06,2.57E+06,2.28E+06,2.34E+06,2.52E+06,2.50E+06,2.96E+06,2.99E+06
Q99K67,Q99K67,AASS_MOUSE,Aass,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",426424,434786,321239,341046,328450,349734,380851,423139
Q99K70,Q7TT45;Q99K70,RRAGC_MOUSE,Rragc,Ras-related GTP-binding protein C,217017,122250,177825,157291,171677,208451,373870,477417
Q99K74,Q99K74,MED24_MOUSE,Med24,Mediator of RNA polymerase II transcription subunit 24,131014,189037,175673,73012.7,109471,165233,99409.5,98544
Q99K85,Q99K85,SERC_MOUSE,Psat1,Phosphoserine aminotransferase,7785.63,,,,11256.5,,10076.1,10011.2
Q99K90,Q99K90,TAB2_MOUSE,Tab2,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,9673.31,10875.6,9965.9,7355.58,11603.5,7526.82,13010.4,14429
Q99K95,Q99K95,RTF2_MOUSE,Rtf2,Replication termination factor 2,40263.1,32507.4,28831,30693.1,31912.5,35685.9,45752.3,47856.2
Q99K99,Q99K99,CD019_MOUSE,,Uncharacterized protein C4orf19 homolog,39630.7,37537.7,37842.9,40093.8,42600.3,32676.2,31622.4,41502.5
Q99KB8,Q99KB8,GLO2_MOUSE,Hagh,"Hydroxyacylglutathione hydrolase, mitochondrial",1.08E+06,941776,842150,942560,937740,973837,1.45E+06,1.54E+06
Q99KC8,Q99KC8,VMA5A_MOUSE,Vwa5a,von Willebrand factor A domain-containing protein 5A,444919,442754,436078,476509,468525,423074,498655,474726
Q99KD5,Q99KD5,UN45A_MOUSE,Unc45a,Protein unc-45 homolog A,,,,,,5857.66,7626.03,7904.41
Q99KE1,Q99KE1,MAOM_MOUSE,Me2,"NAD-dependent malic enzyme, mitochondrial",43120,35170.9,29541.4,48343.1,32990,37095.4,33319,30952.1
Q99KF0,Q99KF0,CAR14_MOUSE,Card14,Caspase recruitment domain-containing protein 14,,,55514.7,,38434,,,
Q99KF1,Q99KF1,TMED9_MOUSE,Tmed9,Transmembrane emp24 domain-containing protein 9,1.02E+06,1.07E+06,1.15E+06,1.01E+06,1.01E+06,1.25E+06,1.03E+06,918714
Q99KG3,Q99KG3;Q91YE7,RBM10_MOUSE,Rbm10,RNA-binding protein 10,134714,133872,141493,142210,143591,141859,114518,119493
Q99KG5,Q99KG5,LSR_MOUSE,Lsr,Lipolysis-stimulated lipoprotein receptor,161312,129976,161957,140558,146200,108881,180013,212127
Q99KH8,Q99KH8,STK24_MOUSE,Stk24,Serine/threonine-protein kinase 24,213071,125083,216340,152519,203885,181861,213324,157529
Q99KI0,Q99KI0,ACON_MOUSE,Aco2,"Aconitate hydratase, mitochondrial",1.32E+06,1.22E+06,1.03E+06,985797,1.05E+06,1.08E+06,1.28E+06,1.43E+06
Q99KJ8,Q99KJ8,DCTN2_MOUSE,Dctn2,Dynactin subunit 2,510754,414984,444535,503638,497586,525886,531354,596882
Q99KK1,Q99KK1,REEP3_MOUSE,Reep3,Receptor expression-enhancing protein 3,459811,448336,515784,436542,477954,512327,451584,485795
Q99KK2,Q99KK2,NEUA_MOUSE,Cmas,N-acylneuraminate cytidylyltransferase,12794.9,,10663.7,16304.9,7679.1,10974.8,8403.3,8721.12
Q99KK7,Q99KK7,DPP3_MOUSE,Dpp3,Dipeptidyl peptidase 3,167732,171946,185081,152484,145538,166432,170397,157717
Q99KK9,Q99KK9,SYHM_MOUSE,Hars2,"Histidine--tRNA ligase, mitochondrial",280906,275415,292050,279391,249507,303250,253849,240733
Q99KN2,Q99KN2,CIAO1_MOUSE,Ciao1,Probable cytosolic iron-sulfur protein assembly protein CIAO1,51183.2,37457.7,38034.7,45451.4,55732.9,43183.1,70744,78307.2
Q99KN9,Q99KN9,EPN4_MOUSE,Clint1,Clathrin interactor 1,575800,519685,571615,539912,579265,522520,582692,573906
Q99KP3,Q99KP3,CRYL1_MOUSE,Cryl1,Lambda-crystallin homolog,274638,264230,267428,268729,283529,265530,313567,301036
Q99KP6,Q99KP6,PRP19_MOUSE,Prpf19,Pre-mRNA-processing factor 19,1.34E+06,1.31E+06,1.23E+06,1.39E+06,1.40E+06,1.33E+06,1.52E+06,1.49E+06
Q99KQ4,Q99KQ4,NAMPT_MOUSE,Nampt,Nicotinamide phosphoribosyltransferase,3.07E+06,2.93E+06,2.74E+06,2.82E+06,3.11E+06,2.77E+06,3.87E+06,4.01E+06
Q99KR3,Q99KR3,LACB2_MOUSE,Lactb2,Endoribonuclease LACTB2,2.14E+06,1.64E+06,1.87E+06,1.83E+06,2.56E+06,2.51E+06,3.95E+06,6.61E+06
Q99KR7,Q99KR7,PPIF_MOUSE,Ppif,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",879535,646563,601028,627830,845112,715971,1.36E+06,1.47E+06
Q99KS2,Q99KS2,NGRN_MOUSE,Ngrn,Neugrin,27214.8,34768.7,18464.6,32323.9,26860.3,21959.5,19243.4,23999.8
Q99KU0,Q99KU0,VMP1_MOUSE,Vmp1,Vacuole membrane protein 1,76184.4,75475.6,75525.6,49993.8,68685.7,54425.4,310866,363019
Q99KU1,Q99KU1,DHDDS_MOUSE,Dhdds,Dehydrodolichyl diphosphate synthase complex subunit Dhdds,,,,,,,4974.6,
Q99KU6,Q99KU6,CF089_MOUSE,,Bombesin receptor-activated protein C6orf89 homolog,31878.1,40785.4,39724.5,33320.7,33246.9,38717.8,27873.5,29570.7
Q99KV1,Q99KV1,DJB11_MOUSE,Dnajb11,DnaJ homolog subfamily B member 11,397662,372332,434543,344762,368179,384524,484014,508038
Q99KW3,Q99KW3,TARA_MOUSE,Triobp,TRIO and F-actin-binding protein,376433,409304,412360,370688,344893,345919,278438,292588
Q99KW9,Q99KW9,TIP_MOUSE,Itfg1,T-cell immunomodulatory protein,34436.2,,40307.2,32419.7,21754.7,34089.1,22088.7,18532.3
Q99KY4,Q99KY4,GAK_MOUSE,Gak,Cyclin-G-associated kinase,53320.4,36293.4,46500.4,37742.2,47967.5,33676.7,56527.1,42610.6
Q99L02,Q99L02,PGR1A_MOUSE,Pagr1a,PAXIP1-associated glutamate-rich protein 1A,13474.5,12221,8446.2,21890.9,17277.6,23611.3,23337.9,23057
Q99L04,Q99L04,DHRS1_MOUSE,Dhrs1,Dehydrogenase/reductase SDR family member 1,1.84E+06,1.90E+06,1.63E+06,1.94E+06,1.86E+06,1.96E+06,2.25E+06,2.73E+06
Q99L13,Q99L13,3HIDH_MOUSE,Hibadh,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",1.04E+07,1.10E+07,7.73E+06,1.06E+07,1.01E+07,9.70E+06,1.06E+07,1.06E+07
Q99L20,Q99L20,GSTT3_MOUSE,Gstt3,Glutathione S-transferase theta-3,3.46E+06,3.28E+06,3.12E+06,3.42E+06,3.08E+06,3.00E+06,3.38E+06,3.69E+06
Q99L27,Q99L27,GMPR2_MOUSE,Gmpr2,GMP reductase 2,292467,276485,267515,268733,327709,319064,533243,640261
Q99L43,Q99L43,CDS2_MOUSE,Cds2,Phosphatidate cytidylyltransferase 2,153470,117403,102675,94211.7,122101,119801,108724,121682
Q99L45,Q99L45,IF2B_MOUSE,Eif2s2,Eukaryotic translation initiation factor 2 subunit 2,790627,694644,715007,735076,678349,746486,689195,750106
Q99L47,Q99L47,F10A1_MOUSE,St13,Hsc70-interacting protein,1.64E+06,1.60E+06,1.26E+06,1.45E+06,1.78E+06,1.59E+06,2.10E+06,2.33E+06
Q99L85,Q99L85,ELP5_MOUSE,Elp5,Elongator complex protein 5,27844.5,23492,23565,25084.4,31734.5,25466.3,28695.8,23225.4
Q99L88,Q99L88,SNTB1_MOUSE,Sntb1,Beta-1-syntrophin,141501,134931,157978,146012,153560,135791,134443,145974
Q99LB2,Q99LB2,DHRS4_MOUSE,Dhrs4,Dehydrogenase/reductase SDR family member 4,560461,514989,490009,493801,510849,475847,527274,636316
Q99LB6,Q99LB6,MAT2B_MOUSE,Mat2b,Methionine adenosyltransferase 2 subunit beta,99121,99612.8,62773.2,78700.1,85486,94191.5,79504.9,84253.7
Q99LB7,Q99LB7,SARDH_MOUSE,Sardh,"Sarcosine dehydrogenase, mitochondrial",888666,872653,703902,711779,761708,835943,904179,1.02E+06
Q99LC2,Q99LC2,CSTF1_MOUSE,Cstf1,Cleavage stimulation factor subunit 1,64703.8,109625,77535.5,74357.8,67939.5,65796.9,76194.9,88084.6
Q99LC3,Q99LC3,NDUAA_MOUSE,Ndufa10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",1.57E+06,1.56E+06,1.40E+06,1.33E+06,1.30E+06,1.51E+06,1.46E+06,1.54E+06
Q99LC5,Q99LC5,ETFA_MOUSE,Etfa,"Electron transfer flavoprotein subunit alpha, mitochondrial",5.84E+06,5.56E+06,4.73E+06,4.85E+06,5.14E+06,5.02E+06,5.53E+06,5.54E+06
Q99LC8,Q99LC8,EI2BA_MOUSE,Eif2b1,Translation initiation factor eIF-2B subunit alpha,50801.8,37947.6,39151.2,34681.2,40752.6,28446.3,38563.3,33006.7
Q99LD4,Q99LD4,CSN1_MOUSE,Gps1,COP9 signalosome complex subunit 1,493889,463419,423460,463679,464796,472136,555310,561006
Q99LD8,Q99LD8,DDAH2_MOUSE,Ddah2,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",119698,107312,114264,112063,110963,124263,116043,129819
Q99LD9,Q99LD9,EI2BB_MOUSE,Eif2b2,Translation initiation factor eIF-2B subunit beta,12993.2,,,,,14157.4,13483.2,18050.2
Q99LE6,Q99LE6,ABCF2_MOUSE,Abcf2,ATP-binding cassette sub-family F member 2,,,,,13166.8,8830.2,,7960.44
Q99LF4,Q99LF4,RTCB_MOUSE,Rtcb,RNA-splicing ligase RtcB homolog,55507.2,53735.1,40592.8,46550.8,42828.6,48636.9,53241.6,54919
Q99LG0,Q99LG0,UBP16_MOUSE,Usp16,Ubiquitin carboxyl-terminal hydrolase 16,,,,,12508.3,,11941.4,10374.2
Q99LG1,Q99LG1,TMM51_MOUSE,Tmem51,Transmembrane protein 51,,,,,9622.8,,,11101.3
Q99LG2,Q99LG2,TNPO2_MOUSE,Tnpo2,Transportin-2,14340.9,26682.9,15834.6,16609.1,17882,14904.4,10534,10439.8
Q99LH9,Q99LH9,3BP5L_MOUSE,Sh3bp5l,SH3 domain-binding protein 5-like,6502.86,5310.36,,6692.97,5548.49,4219.89,5974.31,5250.5
